Student_Name,Matric_Number,NRIC,Year,Faculties,Major,Second Major,Modules_Completed,Grades
Teresa Contreras,A0270448I,XXXXX986Z,3,Arts and Social Science,Geography,,"['GET1041', 'GE2102', 'GE3250', 'GES1004', 'SW3222', 'SC3211', 'GE1101E', 'MS3218', 'PE2101P', 'GET1029', 'CL1101E', 'HY2262', 'NM3245', 'NM2223', 'GEC1024', 'JS1101E', 'HY2237', 'GESS1029', 'MS3213', 'GES1002', 'AN2206', 'HS2917', 'UTOA2001JS', 'PS3272']","{'GET1041': 'B-', 'GE2102': 'A+', 'GE3250': 'F', 'GES1004': 'A+', 'SW3222': 'C+', 'SC3211': 'A', 'GE1101E': 'B+', 'MS3218': 'B', 'PE2101P': 'C', 'GET1029': 'B-', 'CL1101E': 'B+', 'HY2262': 'F', 'NM3245': 'A-', 'NM2223': 'C+', 'GEC1024': 'B', 'JS1101E': 'A-', 'HY2237': 'B+', 'GESS1029': 'A', 'MS3213': 'D', 'GES1002': 'D', 'AN2206': 'B', 'HS2917': 'C+', 'UTOA2001JS': 'A-', 'PS3272': 'A-'}"
Kristen Hamilton,A0262501L,XXXXX425Z,1,YST Conservatory of Music,Music,,"['MUA1107', 'CFA1111A', 'MUA1223', 'GET1019', 'GESS1015', 'MUH1101', 'MUT1201', 'CFA1111B']","{'MUA1107': 'B+', 'CFA1111A': 'B+', 'MUA1223': 'B-', 'GET1019': 'B-', 'GESS1015': 'A-', 'MUH1101': 'B+', 'MUT1201': 'B-', 'CFA1111B': 'F'}"
Lori Lamb,A0205300Z,XXXXX407Z,3,NUS Business School,Business Administration,,"['BI3001B', 'DMB1201ACC', 'DMB1202BSP', 'DMB1203BSP', 'RE2705', 'BSP1702', 'STR1000', 'FIN3139', 'RE2702', 'DMB1203MNO', 'MKT1705X', 'DMB1201MKT', 'DMB1201DO', 'BWS3816', 'BI3712B', 'DMB1202MKT', 'ACC1701A', 'MNO1706B', 'MNO1706X', 'BI3002B', 'FIN3751', 'RE1707', 'DMB1203DAO', 'ACC3706']","{'BI3001B': 'A', 'DMB1201ACC': 'C+', 'DMB1202BSP': 'B+', 'DMB1203BSP': 'A', 'RE2705': 'A', 'BSP1702': 'D', 'STR1000': 'B+', 'FIN3139': 'B+', 'RE2702': 'F', 'DMB1203MNO': 'C+', 'MKT1705X': 'C+', 'DMB1201MKT': 'D', 'DMB1201DO': 'A', 'BWS3816': 'A', 'BI3712B': 'A+', 'DMB1202MKT': 'C+', 'ACC1701A': 'B-', 'MNO1706B': 'F', 'MNO1706X': 'A+', 'BI3002B': 'C', 'FIN3751': 'C+', 'RE1707': 'A', 'DMB1203DAO': 'A', 'ACC3706': 'B+'}"
Andrew Hernandez,A0291136B,XXXXX945Z,2,College of Design and Engineering,Electrical Engineering,,"['PF2110', 'ESP2106', 'AR2522', 'IPM1103', 'ESP2111', 'PF1108', 'BN2001', 'IE2111', 'ESE2101', 'GES1013', 'IE2141', 'GES1019', 'ID2114', 'IPM1104', 'ID1114', 'ID1300']","{'PF2110': 'D', 'ESP2106': 'A', 'AR2522': 'D', 'IPM1103': 'C+', 'ESP2111': 'F', 'PF1108': 'B-', 'BN2001': 'C', 'IE2111': 'F', 'ESE2101': 'A-', 'GES1013': 'B-', 'IE2141': 'C', 'GES1019': 'B+', 'ID2114': 'D', 'IPM1104': 'B', 'ID1114': 'A', 'ID1300': 'A+'}"
Bryan Silva,A0205738A,XXXXX599Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['MIH1101', 'NUR2113', 'NUR3120', 'NUR2124', 'NUR3202C', 'NUR1124', 'NUR3505', 'NUR1107B', 'NUR3116B', 'NUR3205D', 'NUR3116C', 'GEC1011', 'ALS1010', 'MD3140E', 'NUR1125', 'MD1902', 'NUR3501', 'NUR2502', 'MIC2000A', 'NUR1108C', 'MIH2201', 'MIH2202', 'NUR2503', 'NUR1202C']","{'MIH1101': 'D', 'NUR2113': 'A-', 'NUR3120': 'A', 'NUR2124': 'B', 'NUR3202C': 'C+', 'NUR1124': 'B-', 'NUR3505': 'A+', 'NUR1107B': 'B', 'NUR3116B': 'B+', 'NUR3205D': 'B-', 'NUR3116C': 'A+', 'GEC1011': 'D', 'ALS1010': 'A', 'MD3140E': 'A', 'NUR1125': 'B-', 'MD1902': 'C+', 'NUR3501': 'F', 'NUR2502': 'C', 'MIC2000A': 'B+', 'NUR1108C': 'C', 'MIH2201': 'B', 'MIH2202': 'A', 'NUR2503': 'A+', 'NUR1202C': 'C+'}"
Keith Ward,A0215642I,XXXXX373Z,4,Arts and Social Science,Psychology,,"['EL4401', 'EC3551', 'CH4204HM', 'NHS3911SC', 'JS4227HM', 'GE3254', 'GESS1005', 'HY2235', 'NM4254HM', 'SE4101HM', 'GL3551', 'PS3276', 'SC4202', 'GESS1012', 'GE4660HM', 'NM4260HM', 'EN4222', 'GE4224HM', 'EL1101E', 'MS4880A', 'GEX1011', 'MS4207HM', 'TS4218HM', 'PS4401HM', 'ASP1201MS', 'PS3249', 'NM3244', 'SC4218HM', 'NM3550C', 'SN4401HM', 'SN3223', 'GL4884AHM']","{'EL4401': 'B+', 'EC3551': 'B-', 'CH4204HM': 'A+', 'NHS3911SC': 'C+', 'JS4227HM': 'A+', 'GE3254': 'B+', 'GESS1005': 'B', 'HY2235': 'C', 'NM4254HM': 'A-', 'SE4101HM': 'A+', 'GL3551': 'A-', 'PS3276': 'B-', 'SC4202': 'D', 'GESS1012': 'B+', 'GE4660HM': 'B-', 'NM4260HM': 'B+', 'EN4222': 'C', 'GE4224HM': 'A', 'EL1101E': 'B+', 'MS4880A': 'A+', 'GEX1011': 'B', 'MS4207HM': 'B', 'TS4218HM': 'F', 'PS4401HM': 'C', 'ASP1201MS': 'B-', 'PS3249': 'A-', 'NM3244': 'D', 'SC4218HM': 'A+', 'NM3550C': 'B', 'SN4401HM': 'F', 'SN3223': 'C+', 'GL4884AHM': 'B-'}"
Latoya Solomon,A0297133N,XXXXX665Z,3,College of Design and Engineering,Electrical Engineering,Business Administration,"['BN2111', 'ID2112', 'EG2605', 'ME3261', 'PF3210', 'IPM3102', 'PF3401', 'CDE2605R', 'BN2001', 'AR3223', 'IPM1103', 'ESP3903', 'BN2201', 'PF3211', 'PF2102', 'PF1108', 'CN1101A', 'PF3306', 'ESE2101', 'ESP2106', 'AR1102', 'PF3502', 'EG3611', 'BN2105']","{'BN2111': 'B-', 'ID2112': 'B', 'EG2605': 'A-', 'ME3261': 'B', 'PF3210': 'C+', 'IPM3102': 'A', 'PF3401': 'D', 'CDE2605R': 'D', 'BN2001': 'B', 'AR3223': 'A', 'IPM1103': 'A+', 'ESP3903': 'A', 'BN2201': 'C+', 'PF3211': 'B+', 'PF2102': 'A-', 'PF1108': 'D', 'CN1101A': 'A', 'PF3306': 'A+', 'ESE2101': 'C+', 'ESP2106': 'A', 'AR1102': 'B', 'PF3502': 'D', 'EG3611': 'B', 'BN2105': 'B-'}"
Cristina Khan DDS,A0269693N,XXXXX713Z,1,Science,Physics,,"['HS1403S', 'DMS1401SP', 'HS1401S', 'GEC1016', 'MA1301', 'MA1100', 'MA1505', 'HSI1000']","{'HS1403S': 'A', 'DMS1401SP': 'A-', 'HS1401S': 'B+', 'GEC1016': 'C', 'MA1301': 'C+', 'MA1100': 'A', 'MA1505': 'B+', 'HSI1000': 'B+'}"
Thomas Sanders,A0255014I,XXXXX951Z,1,Law,Law,,"['LC1001G', 'LC1002C', 'LC1003', 'LC1001C', 'LC1001B', 'LC1002D', 'LC1002B', 'LC1002H']","{'LC1001G': 'A-', 'LC1002C': 'D', 'LC1003': 'C', 'LC1001C': 'C+', 'LC1001B': 'C', 'LC1002D': 'B', 'LC1002B': 'F', 'LC1002H': 'B+'}"
Daniel Tran,A0270474H,XXXXX509Z,3,College of Design and Engineering,Architecture,,"['AR3151', 'ME3252', 'ID3129', 'IPM1103', 'EG2401A', 'CDE3505', 'MLE1001B', 'AR3223', 'ID3128', 'ID2122', 'EG3611A', 'ID2118', 'EG3611', 'BN2403', 'ID1223', 'CDE2301', 'ME3000', 'IE2110', 'BN2102', 'PF2102', 'DTK1234A', 'CN1101A', 'IPM2102', 'GEC1040']","{'AR3151': 'B+', 'ME3252': 'B-', 'ID3129': 'B', 'IPM1103': 'A', 'EG2401A': 'B', 'CDE3505': 'C+', 'MLE1001B': 'A', 'AR3223': 'A-', 'ID3128': 'C', 'ID2122': 'B-', 'EG3611A': 'A-', 'ID2118': 'A', 'EG3611': 'A+', 'BN2403': 'B+', 'ID1223': 'D', 'CDE2301': 'A', 'ME3000': 'B+', 'IE2110': 'C+', 'BN2102': 'B-', 'PF2102': 'B-', 'DTK1234A': 'D', 'CN1101A': 'A+', 'IPM2102': 'A-', 'GEC1040': 'C+'}"
Caleb Ford,A0268187K,XXXXX486Z,3,Arts and Social Science,Geography,Mechanical Engineering,"['NM3217', 'EL3551', 'GE2102', 'CH3248', 'GESS1013', 'UTOA2001PL', 'GEC1032', 'JS2213', 'CH2121', 'LAL1201', 'GE3250', 'JS3223', 'SE3211', 'GESS1021', 'GEC1007', 'UTOA2002PL', 'GEH1014', 'NM2223', 'LAS1201', 'PS2249', 'HY3257', 'GEC1003', 'AN3551', 'MS3213']","{'NM3217': 'B-', 'EL3551': 'B', 'GE2102': 'B-', 'CH3248': 'C', 'GESS1013': 'C+', 'UTOA2001PL': 'A-', 'GEC1032': 'C', 'JS2213': 'B', 'CH2121': 'F', 'LAL1201': 'A-', 'GE3250': 'C+', 'JS3223': 'C+', 'SE3211': 'F', 'GESS1021': 'B', 'GEC1007': 'B+', 'UTOA2002PL': 'A+', 'GEH1014': 'F', 'NM2223': 'A-', 'LAS1201': 'B+', 'PS2249': 'A', 'HY3257': 'B', 'GEC1003': 'B', 'AN3551': 'B+', 'MS3213': 'C+'}"
Kimberly Cunningham,A0289914E,XXXXX907Z,1,YST Conservatory of Music,Music,,"['GEX1022', 'GET1040', 'MUA1240', 'MUA1115', 'MUT1102', 'MUA1159', 'CFA1101A', 'GEC1035']","{'GEX1022': 'A+', 'GET1040': 'A+', 'MUA1240': 'A+', 'MUA1115': 'F', 'MUT1102': 'B+', 'MUA1159': 'B+', 'CFA1101A': 'D', 'GEC1035': 'F'}"
Susan Phillips,A0281757D,XXXXX482Z,3,Computing,Information Systems,Economics,"['CS1231R', 'CP3106', 'CP1008', 'CP3111', 'CP3108A', 'CS1010A', 'IS2218', 'CS3237', 'CP2106', 'CS2040', 'CS2113', 'CS3213', 'CS2107', 'CP3108B', 'CS2105', 'IS1128', 'CS2104', 'BT3102', 'DMC1401CS', 'CS2030', 'CS3240', 'IT2002', 'CP3209', 'CP3208']","{'CS1231R': 'A-', 'CP3106': 'F', 'CP1008': 'A', 'CP3111': 'B', 'CP3108A': 'B+', 'CS1010A': 'B+', 'IS2218': 'C', 'CS3237': 'D', 'CP2106': 'C', 'CS2040': 'C+', 'CS2113': 'A+', 'CS3213': 'A', 'CS2107': 'C', 'CP3108B': 'C+', 'CS2105': 'F', 'IS1128': 'D', 'CS2104': 'A+', 'BT3102': 'B', 'DMC1401CS': 'F', 'CS2030': 'B', 'CS3240': 'A+', 'IT2002': 'D', 'CP3209': 'B', 'CP3208': 'D'}"
Jennifer Wright,A0202351I,XXXXX906Z,4,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR2203C', 'NUR3500', 'MD3140E', 'MIH1102', 'NUR3501', 'NUR3505', 'NUR3504', 'MIH1101', 'GET1022', 'GEH1043', 'MIH3201', 'NUR3105B', 'NUR3506', 'NUR1107B', 'NUR4102B', 'NUR4103B', 'NUR1125', 'NUR3503', 'NUR2124', 'NUR3105C', 'NUR3119', 'MIC2000A', 'HS2924', 'NUR2502', 'NUR3204C', 'NUR2125', 'NUR2204C', 'NUR1202C', 'MIH2201', 'NUR2503', 'MD1902', 'MD1903']","{'NUR2203C': 'C', 'NUR3500': 'A', 'MD3140E': 'B+', 'MIH1102': 'B+', 'NUR3501': 'B', 'NUR3505': 'B', 'NUR3504': 'C', 'MIH1101': 'D', 'GET1022': 'D', 'GEH1043': 'A+', 'MIH3201': 'B', 'NUR3105B': 'F', 'NUR3506': 'A-', 'NUR1107B': 'B-', 'NUR4102B': 'C', 'NUR4103B': 'F', 'NUR1125': 'D', 'NUR3503': 'A-', 'NUR2124': 'B', 'NUR3105C': 'C', 'NUR3119': 'B+', 'MIC2000A': 'B-', 'HS2924': 'D', 'NUR2502': 'B', 'NUR3204C': 'C', 'NUR2125': 'B', 'NUR2204C': 'A+', 'NUR1202C': 'C+', 'MIH2201': 'A-', 'NUR2503': 'A-', 'MD1902': 'B', 'MD1903': 'A-'}"
Jacob Ramos,A0273044E,XXXXX225Z,3,Law,Law,,"['LC1001E', 'LC1001B', 'LC1002E', 'LC2010G', 'LC1001C', 'LC1002B', 'LC1002A', 'LC1004', 'LC1001H', 'LC2006C', 'LC1001F', 'LC1002J', 'LC1016', 'LC1002G', 'LC2010D', 'LC1001G', 'LC2008H', 'LC1002F', 'LC2010B', 'LC2010H', 'LC2006G', 'LC1003', 'LC1001D', 'LC2008D']","{'LC1001E': 'C+', 'LC1001B': 'B+', 'LC1002E': 'B', 'LC2010G': 'C+', 'LC1001C': 'A+', 'LC1002B': 'A', 'LC1002A': 'B+', 'LC1004': 'B+', 'LC1001H': 'B', 'LC2006C': 'A-', 'LC1001F': 'A-', 'LC1002J': 'D', 'LC1016': 'D', 'LC1002G': 'B', 'LC2010D': 'C', 'LC1001G': 'D', 'LC2008H': 'A', 'LC1002F': 'B-', 'LC2010B': 'C', 'LC2010H': 'A-', 'LC2006G': 'F', 'LC1003': 'A-', 'LC1001D': 'C+', 'LC2008D': 'F'}"
William Thornton,A0274660D,XXXXX702Z,3,Yong Loo Lin Sch of Medicine,Nursing,,"['MIH1101', 'GEH1043', 'ALS1010', 'MD3140E', 'MD3140T', 'MIH1102', 'NUR1125', 'MD1902', 'NUR3116B', 'MD1903', 'MIH2201', 'NUR3117A', 'NUR1123', 'NUR2113', 'NUR3105B', 'NUR1202C', 'NUR3505', 'NUR2106B', 'NUR3106B', 'NUR3504', 'NUR3119', 'NUR2124', 'NUR3204C', 'NUR3503']","{'MIH1101': 'A-', 'GEH1043': 'B', 'ALS1010': 'A', 'MD3140E': 'F', 'MD3140T': 'D', 'MIH1102': 'A', 'NUR1125': 'B-', 'MD1902': 'A+', 'NUR3116B': 'F', 'MD1903': 'C', 'MIH2201': 'B', 'NUR3117A': 'B-', 'NUR1123': 'F', 'NUR2113': 'C', 'NUR3105B': 'D', 'NUR1202C': 'A', 'NUR3505': 'F', 'NUR2106B': 'B+', 'NUR3106B': 'B', 'NUR3504': 'A+', 'NUR3119': 'A', 'NUR2124': 'B+', 'NUR3204C': 'F', 'NUR3503': 'B+'}"
Michael Sawyer,A0235364Z,XXXXX148Z,2,Arts and Social Science,Sociology,Business Administration,"['GEC1002', 'GET1023', 'GEC1018', 'GES1008', 'GESS1003', 'GE2103', 'GESS1009', 'PS2249', 'GESS1027', 'SE2224', 'PH2112', 'HY2245', 'GEC1004', 'GEX1000', 'NM1101E', 'LAR1201']","{'GEC1002': 'B+', 'GET1023': 'B-', 'GEC1018': 'F', 'GES1008': 'C+', 'GESS1003': 'B', 'GE2103': 'B', 'GESS1009': 'B+', 'PS2249': 'A+', 'GESS1027': 'A-', 'SE2224': 'D', 'PH2112': 'B', 'HY2245': 'D', 'GEC1004': 'B', 'GEX1000': 'A+', 'NM1101E': 'D', 'LAR1201': 'A+'}"
Jason Mitchell,A0257972L,XXXXX327Z,1,College of Design and Engineering,Industrial Design,,"['EG1311', 'IPM1102', 'ID1115', 'AR1328A', 'EE1111A', 'AR1102', 'PF1103', 'ID1119']","{'EG1311': 'D', 'IPM1102': 'B-', 'ID1115': 'A+', 'AR1328A': 'B', 'EE1111A': 'B+', 'AR1102': 'B-', 'PF1103': 'C', 'ID1119': 'D'}"
Amy Tanner,A0239436B,XXXXX302Z,1,College of Design and Engineering,Architecture,,"['IPM1103', 'ID1223', 'ID1116', 'DTK1234', 'GES1019', 'CE1103', 'LAD1003', 'EG1311']","{'IPM1103': 'C+', 'ID1223': 'D', 'ID1116': 'A-', 'DTK1234': 'B-', 'GES1019': 'A', 'CE1103': 'D', 'LAD1003': 'C', 'EG1311': 'B+'}"
Bethany Anderson,A0204848K,XXXXX902Z,1,Computing,Computer Science,,"['CS1010R', 'DMC1401', 'CS1010', 'IS1128', 'CS1231R', 'IS1108', 'BT1101', 'DMC1401IS']","{'CS1010R': 'B+', 'DMC1401': 'B-', 'CS1010': 'D', 'IS1128': 'A-', 'CS1231R': 'B+', 'IS1108': 'A+', 'BT1101': 'C', 'DMC1401IS': 'A'}"
Edward Chapman,A0255318L,XXXXX189Z,3,Arts and Social Science,Social Work,,"['GET1002', 'GESS1010', 'GEH1015', 'SE3550', 'NM2101', 'PL3551R', 'GET1050', 'NHS3911SC', 'GEN2001', 'SW3217', 'MS2211', 'GET1041', 'TS3103', 'HS2907', 'HS2908', 'GES1041', 'GEH1008', 'CL2101', 'SW3551', 'SC2228', 'GEH1077', 'SE2224', 'NM2220', 'PS2257']","{'GET1002': 'A-', 'GESS1010': 'C', 'GEH1015': 'C', 'SE3550': 'F', 'NM2101': 'B-', 'PL3551R': 'A+', 'GET1050': 'F', 'NHS3911SC': 'B', 'GEN2001': 'D', 'SW3217': 'D', 'MS2211': 'F', 'GET1041': 'B+', 'TS3103': 'B+', 'HS2907': 'A', 'HS2908': 'C', 'GES1041': 'B', 'GEH1008': 'B', 'CL2101': 'D', 'SW3551': 'A-', 'SC2228': 'C', 'GEH1077': 'B', 'SE2224': 'C+', 'NM2220': 'C+', 'PS2257': 'A-'}"
Kathryn Ponce,A0248439N,XXXXX791Z,2,Science,Data Science and Analytics,,"['FSC2101', 'ENV2102', 'HS1501', 'MA2312U', 'ENV2103', 'ENV1101', 'MA1301X', 'MA1521', 'SP2273', 'PC2411', 'SP1230', 'ENV2301', 'ST2334', 'UTOS2201S', 'MA1522', 'UTOS2001M']","{'FSC2101': 'A', 'ENV2102': 'A', 'HS1501': 'B-', 'MA2312U': 'F', 'ENV2103': 'B+', 'ENV1101': 'B', 'MA1301X': 'B+', 'MA1521': 'B', 'SP2273': 'F', 'PC2411': 'A+', 'SP1230': 'A-', 'ENV2301': 'B-', 'ST2334': 'A-', 'UTOS2201S': 'B-', 'MA1522': 'C', 'UTOS2001M': 'A-'}"
Jose Kaiser,A0227652K,XXXXX968Z,1,Computing,Information Systems,,"['CS1010E', 'CS1010R', 'IT1244', 'GEI1000', 'BT1101', 'IS1108', 'CS1231R', 'CP1008']","{'CS1010E': 'A+', 'CS1010R': 'C', 'IT1244': 'A+', 'GEI1000': 'C', 'BT1101': 'B', 'IS1108': 'B', 'CS1231R': 'F', 'CP1008': 'B+'}"
Charles Frey,A0227231A,XXXXX492Z,1,YST Conservatory of Music,Music,,"['MUH1101', 'MUA1223', 'MUA1188', 'CFA1101B', 'MUA1109', 'CFA1111B', 'MUA1154', 'CFA1111A']","{'MUH1101': 'B-', 'MUA1223': 'A-', 'MUA1188': 'B+', 'CFA1101B': 'A-', 'MUA1109': 'A-', 'CFA1111B': 'D', 'MUA1154': 'F', 'CFA1111A': 'B'}"
Thomas Wilson,A0296863A,XXXXX716Z,4,YST Conservatory of Music,Music,,"['MUA3255', 'MUA1161', 'MUA3188', 'MUA3271', 'MUT4201', 'MUA2255', 'MUA3181', 'MUA3115', 'GEX1027', 'MUA3230', 'MUA4153', 'GEC1014', 'MUA1190', 'MUA1154', 'GESS1015', 'MUA3196', 'MUL2107', 'MUA4172', 'GET1019', 'MUA1109', 'MUA2153', 'MUA1165', 'MUA2230', 'MUA4175', 'MUT3224', 'MUA1196', 'GES1020', 'CFA1101B', 'MUA3226', 'MUA1153', 'MUA1162', 'MUA1116']","{'MUA3255': 'B+', 'MUA1161': 'C+', 'MUA3188': 'A-', 'MUA3271': 'A+', 'MUT4201': 'B', 'MUA2255': 'A', 'MUA3181': 'A', 'MUA3115': 'B', 'GEX1027': 'C', 'MUA3230': 'A', 'MUA4153': 'A-', 'GEC1014': 'C', 'MUA1190': 'F', 'MUA1154': 'B+', 'GESS1015': 'B', 'MUA3196': 'D', 'MUL2107': 'A-', 'MUA4172': 'D', 'GET1019': 'F', 'MUA1109': 'B', 'MUA2153': 'A', 'MUA1165': 'D', 'MUA2230': 'B', 'MUA4175': 'B+', 'MUT3224': 'B+', 'MUA1196': 'C', 'GES1020': 'D', 'CFA1101B': 'A-', 'MUA3226': 'C+', 'MUA1153': 'C', 'MUA1162': 'A', 'MUA1116': 'B'}"
Donald Jackson,A0203594Z,XXXXX400Z,4,NUS Business School,Business Administration,,"['DMB1203DO', 'DMB1204MNO', 'BI3003B', 'ACC4751', 'DAO1704', 'RE3704', 'BSN4751', 'MNO2706', 'DMB1203FIN', 'BSN3751', 'DMB1201DO', 'DMB1204DAO', 'MKT3714', 'BI3704R', 'BPM1705', 'BSN3701', 'BI3712R', 'BIS3001A', 'DMB1203ACC', 'DMB1202MKT', 'BI3003D', 'BWS3806', 'MKT1705X', 'DMB1203BSP', 'DOS4752', 'BI3001A', 'BSP1702X', 'RE4701', 'ACC4752', 'BHD4001', 'RE4712', 'DMB1204FIN']","{'DMB1203DO': 'B+', 'DMB1204MNO': 'C+', 'BI3003B': 'B+', 'ACC4751': 'B-', 'DAO1704': 'F', 'RE3704': 'B', 'BSN4751': 'B-', 'MNO2706': 'B+', 'DMB1203FIN': 'D', 'BSN3751': 'A+', 'DMB1201DO': 'A-', 'DMB1204DAO': 'B-', 'MKT3714': 'C', 'BI3704R': 'A+', 'BPM1705': 'C', 'BSN3701': 'B', 'BI3712R': 'B+', 'BIS3001A': 'A', 'DMB1203ACC': 'F', 'DMB1202MKT': 'A', 'BI3003D': 'A+', 'BWS3806': 'A+', 'MKT1705X': 'B-', 'DMB1203BSP': 'C', 'DOS4752': 'B', 'BI3001A': 'A-', 'BSP1702X': 'A-', 'RE4701': 'A', 'ACC4752': 'B', 'BHD4001': 'B', 'RE4712': 'B-', 'DMB1204FIN': 'A'}"
Robert Watson,A0262365H,XXXXX254Z,4,Science,Environmental Studies,Music,"['MA3310', 'UTOS2201R', 'LSM4199', 'PC3289N', 'UTOS2201C', 'MA4288O', 'CM4199A', 'QF4313', 'FST2313', 'PC2239', 'PR3313', 'UTOS2002S', 'ENV2102', 'GEX1007', 'QF4199', 'UTOS2201', 'UTOS2002F', 'UTOS2001F', 'MA3311', 'QF3313', 'QF4312', 'ENV3202A', 'CM1417', 'PC4199', 'PC3239', 'SP2274', 'LSM4288E', 'UTOS2002C', 'COS1000', 'LSM3289R', 'ENV1101', 'GEH1050']","{'MA3310': 'D', 'UTOS2201R': 'B', 'LSM4199': 'A', 'PC3289N': 'B+', 'UTOS2201C': 'C+', 'MA4288O': 'A', 'CM4199A': 'C+', 'QF4313': 'A', 'FST2313': 'A', 'PC2239': 'C', 'PR3313': 'A-', 'UTOS2002S': 'D', 'ENV2102': 'B', 'GEX1007': 'B', 'QF4199': 'F', 'UTOS2201': 'C+', 'UTOS2002F': 'A+', 'UTOS2001F': 'C', 'MA3311': 'A+', 'QF3313': 'C', 'QF4312': 'A', 'ENV3202A': 'B-', 'CM1417': 'C+', 'PC4199': 'A', 'PC3239': 'C', 'SP2274': 'A+', 'LSM4288E': 'B', 'UTOS2002C': 'D', 'COS1000': 'B+', 'LSM3289R': 'F', 'ENV1101': 'F', 'GEH1050': 'D'}"
Thomas Reeves,A0252830M,XXXXX648Z,3,Yong Loo Lin Sch of Medicine,Medicine,,"['NUR2203C', 'NUR3507', 'GET1022', 'NUR3505', 'NUR2441A', 'NUR3116C', 'NUR3116B', 'NUR1125', 'NUR2204C', 'NUR3114', 'NUR2124', 'MIH1101', 'NUR1114A', 'NUR2113', 'NUR3105C', 'NUR2500', 'NUR3105B', 'NUR3119', 'MIH2202', 'NUR3504', 'MIH2201', 'NUR1113A', 'GEH1043', 'NUR2106B']","{'NUR2203C': 'F', 'NUR3507': 'B+', 'GET1022': 'A-', 'NUR3505': 'C+', 'NUR2441A': 'B-', 'NUR3116C': 'B', 'NUR3116B': 'A+', 'NUR1125': 'A', 'NUR2204C': 'A', 'NUR3114': 'B-', 'NUR2124': 'A-', 'MIH1101': 'A', 'NUR1114A': 'B+', 'NUR2113': 'F', 'NUR3105C': 'A+', 'NUR2500': 'C', 'NUR3105B': 'C', 'NUR3119': 'B+', 'MIH2202': 'B', 'NUR3504': 'A+', 'MIH2201': 'F', 'NUR1113A': 'A-', 'GEH1043': 'C', 'NUR2106B': 'A+'}"
Stephanie Nash,A0296728E,XXXXX641Z,3,College of Design and Engineering,Electrical Engineering,,"['DTK1234', 'BN2204', 'EE1111A', 'EE3431C', 'CE3001', 'ID1116', 'CN2103', 'AR1329', 'CE2407B', 'ESP2111', 'IPM3101', 'EG3611', 'ME3000', 'ESP1111', 'CN3104', 'EG3612', 'ID2118', 'CN2105', 'CDE2503', 'ID3125', 'MLE2103A', 'PF3306', 'PF3502', 'CDE2701A']","{'DTK1234': 'B-', 'BN2204': 'B+', 'EE1111A': 'C+', 'EE3431C': 'B+', 'CE3001': 'A+', 'ID1116': 'C+', 'CN2103': 'C', 'AR1329': 'C+', 'CE2407B': 'A-', 'ESP2111': 'B-', 'IPM3101': 'C+', 'EG3611': 'B+', 'ME3000': 'B', 'ESP1111': 'F', 'CN3104': 'C', 'EG3612': 'B', 'ID2118': 'B', 'CN2105': 'B+', 'CDE2503': 'C+', 'ID3125': 'D', 'MLE2103A': 'B', 'PF3306': 'C+', 'PF3502': 'D', 'CDE2701A': 'B'}"
Daniel Horton,A0273087J,XXXXX576Z,2,Law,Law,,"['LC1001D', 'LC1001B', 'LC1002B', 'LC1002D', 'LC2008H', 'LC1002I', 'LC1001F', 'LC2009', 'LC2010H', 'LC1002G', 'LC1001H', 'LC1001G', 'LC2010G', 'LC1002J', 'LC1001E', 'LC1002A']","{'LC1001D': 'A+', 'LC1001B': 'B', 'LC1002B': 'F', 'LC1002D': 'D', 'LC2008H': 'F', 'LC1002I': 'A', 'LC1001F': 'B-', 'LC2009': 'C', 'LC2010H': 'C+', 'LC1002G': 'B+', 'LC1001H': 'A+', 'LC1001G': 'C', 'LC2010G': 'A', 'LC1002J': 'B', 'LC1001E': 'B-', 'LC1002A': 'C+'}"
Chase Wade,A0293532M,XXXXX976Z,2,Computing,Information Systems,,"['IT1244', 'CS1010X', 'IT2900', 'IS1128', 'GEI1000', 'CP2106', 'CP2107', 'CS2030S', 'CS1010R', 'CS2103', 'IS2103', 'CS1231R', 'CP2201', 'CS2040C', 'IS1108', 'CS2107']","{'IT1244': 'C+', 'CS1010X': 'D', 'IT2900': 'F', 'IS1128': 'F', 'GEI1000': 'A', 'CP2106': 'F', 'CP2107': 'B', 'CS2030S': 'A', 'CS1010R': 'B-', 'CS2103': 'F', 'IS2103': 'B-', 'CS1231R': 'C+', 'CP2201': 'B', 'CS2040C': 'B-', 'IS1108': 'A', 'CS2107': 'A'}"
